Company,Company Country,India Investment Location,Region,Year,Month,Date,Category,Investment ($),Investmen(INR),Description,Link,State Investment/Variety Notes,Partnership
Posco,South Korea,Odisha,East,2021,May,21-May,Industry,"$12,343,905,000.00","900,000,000,000.00","With Rs 90,000 Crore, South Korean Steel Giant Posco Plans To Setup Integrated Steel Plant In Odisha",https://swarajyamag.com/insta/with-rs-90000-crore-south-korean-steel-giant-posco-plans-to-setup-integrated-steel-plant-in-odisha,,
Bharat Biotech,India,Karnataka,Test,2021,May,21-May,R&D/Medical,,,Bharat Biotech setting up Covaxin-manufacturing unit in K'taka: Deputy CM,https://www.business-standard.com/article/economy-policy/bharat-biotech-setting-up-coxain-manufacturing-unit-in-k-taka-deputy-cm-121051401183_1.html,,
ReNew Power,India,Gujarat,West,2021,May,21-May,Industry,"$164,585,400.00","12,000,000,000.00",ReNew Power zeroes in on location for manufacturing plant in Gujarat,https://energy.economictimes.indiatimes.com/news/renewable/renew-power-zeroes-in-on-location-for-manufacturing-plant-in-gujarat/82633620,,
McDonald's,United States,India,,2021,May,21-May,General Goods,"$13,715,450.00","1,000,000,000.00",McDonald's to invest Rs 100 crore to open 30 outlets in FY22,https://www.businesstoday.in/current/corporate/mcdonalds-to-invest-rs-100-crore-to-open-30-outlets-in-fy22/story/439193.html,,
Okinawa Autotech,Japan,India,,2021,May,21-May,Automobiles,"$20,573,175.00","1,500,000,000.00",EV maker Okinawa to invest ₹150 crore,https://www.thehindu.com/business/ev-maker-okinawa-to-invest-150-crore/article34582266.ece,,
Granules India,India,Telangana,South,2021,May,21-May,R&D/Medical,"$137,154,500.00","10,000,000,000.00","Granules India to invest Rs 1,000 crore over 3 years till FY24 to expand operations",https://www.businesstoday.in/sectors/pharma/granules-india-to-invest-rs-1000-crore-over-3-years-till-fy24-to-expand-operations/story/439194.html,,
Saint Gobain,France,India,,2021,May,21-May,General Goods,"$342,886,250.00","25,000,000,000.00","Saint-Gobain to proceed with ₹2,500-cr. investment in India",https://www.thehindu.com/business/Industry/saint-gobain-to-proceed-with-2500-cr-investment-in-india/article34561168.ece,,
Cisco,United States,India,Test,2021,May,21-May,Infrastructure,,,"Cisco digitising select seaports, inland waterways in India",https://www.businesstoday.in/current/economy-politics/cisco-working-with-select-indian-seaports-inland-waterways-to-reduce-logistics-cost/story/439414.html,,
Skyroot Aerospace,India,Businesses/Startups,Test,2021,May,21-May,Businesses/Startups,,,Skyroot Aerospace raises $11 million in Series-A round ..,https://timesofindia.indiatimes.com/business/india-business/skyroot-aerospace-raises-11-million-in-series-a-round-led-by-greenko-founders/articleshow/82811322.cms,,
Bharat Biotech,India,India,Test,2021,May,21-May,R&D/Medical,,,Bharat Biotech to ramp up Covaxin production to 1 bill ..,https://timesofindia.indiatimes.com/india/bharat-biotech-to-ramp-up-covaxin-production-to-1-billion-doses-a-year/articleshow/82803420.cms,,
NxtGen,India,India,,2021,May,21-May,Technology/Electronics,"$55,116,760.00","4,000,000,000.00",NxtGen eyes ?400-cr investment across data centres,https://www.thehindubusinessline.com/info-tech/nxtgen-eyes-400-cr-investment-across-data-centres/article34543709.ece,,
CG Corp Global,Nepal,Uttar Pradesh,,2021,May,21-May,General Goods,"$27,558,380.00","2,000,000,000.00",CG Corp Global plans to invest Rs 200 crore to set up two new manufacturing plants in India,https://retail.economictimes.indiatimes.com/amp/news/food-entertainment/personal-care-pet-supplies-liquor/cg-corp-global-plans-to-invest-rs-200-crore-to-set-up-two-new-manufacturing-plants-in-india/82898177,,
Mindtree,India,Odisha,,2021,May,21-May,R&D/Medical,"$46,849,246.00","3,400,000,000.00","Mindtree co-founder Subroto Bagchi, wife Susmita commit Rs 340 crore to a cancer facility in Odisha",https://economictimes.indiatimes.com/tech/information-tech/mindtree-co-founder-subroto-bagchi-wife-susmita-commit-rs-340-crore-to-a-cancer-facility-in-odisha/articleshow/82031765.cms?,,
Qualcomm,United States,Telangana,,2021,May,21-May,Technology/Electronics,"$539,273,574.40","39,040,000,000.00",Qualcomm strikes biggest SEZ lease deal in Telangana,"https://timesofindia.indiatimes.com/city/hyderabad/qualcomm-strikes-biggest-sez-lease-deal-in-telangana/articleshow/82924242.cms#:~:text=HYDERABAD%3A%20US%2Dbased%20semiconductors%20and,Qualcomm's%20largest%20facility%20in%20India",,
ZF Wabco,United States,Tamil Nadu,Test,2021,May,21-May,Automobiles,,,ZF Wabco plans new plant near Chennai,https://auto.economictimes.indiatimes.com/news/auto-components/zf-wabco-plans-new-plant-near-chennai/82949858,,
Vedanta,India,Odisha,,2021,May,21-May,Industry,"$1,381,336,000.00","100,000,000,000.00","Vedanta to set up Aluminium Park in Odisha with an investment of Rs 10,000 crore",https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/vedanta-to-set-up-aluminium-park-in-odisha-with-an-investment-of-rs-10000-crore/articleshow/83007338.cms?from=mdr,,
Variety,Variety,Andhra Pradesh,,2021,May,21-May,State Investment,"$2,210,137,600.00","160,000,000,000.00","Andhra Pradesh: Investment proposals worth 16,000 crore cleared by state investments promotion board",https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-investment-proposals-worth-16000-crore-cleared-by-state-investments-promotion-board/articleshow/82993981.cms,,
Variety,Variety,Bihar,,2021,May,21-May,State Investment,"$485,690,169.62",35160900000,SIPB nod to 70 investment proposals,https://timesofindia.indiatimes.com/city/patna/sipb-nod-to-70-investment-proposals/articleshow/83044636.cms,,
,,Chhattisgarh,,,,,,,,,,,
,,Mizoram,,,,,,,,,,,
,,Manipur,,,,,,,,,,,
,,Nagaland,,,,,,,,,,,
,,Meghalaya,,,,,,,,,,,
,,Jharkhand,,,,,,,,,,,
,,Ladakh,,,,,,,,,,,
,,Jammu and Kashmir,,,,,,,,,,,
